Timestamp,Device_Type,Malware_Detection,Phishing_Attempts,Social_Media_Usage,VPN_Usage,Cyberbullying_Reports,Parental_Control_Alerts,Firewall_Logs,Login_Attempts,Download_Risk,Password_Strength,Data_Breach_Notifications,Online_Purchase_Risk,Education_Content_Usage,Age_Group,Geolocation,Public_Network_Usage,Network_Type,Hours_Online,Website_Visits,Peer_Interactions,Risky_Website_Visits,Cloud_Service_Usage,Unencrypted_Traffic,Ad_Clicks,Insecure_Login_Attempts,E_Safety_Awareness_Score,Malware_Exposure_Risk,Cybersecurity_Behavior_Category,Year,Month,Hour,DayOfWeek,Hours_Online_capped,Firewall_Logs_extreme,Password_Strength_enc,Social_Media_Usage_enc,Peer_Interactions_enc,E_Safety_Awareness_Score_enc,Education_Content_Usage_enc,Cybersecurity_Behavior_enc,Is_Minor
2019-01-11 00:00:00,Mobile,0,0,Medium,1,0,0,5,1,0,Weak,0,0,Low,13-16,EU,1,WiFi,1.0290729,2,High,0,0,0,0,0,Low,0,Safe,2019,1,0,Friday,1.0290729,0,0,1,2,0,1,0,0
2019-01-11 01:00:00,Tablet,0,0,Low,0,0,0,2,1,0,Moderate,0,0,None,13-16,EU,0,WiFi,0.6655693,2,Low,0,0,0,0,0,Low,1,Safe,2019,1,1,Friday,0.6655693,0,1,0,0,0,0,0,0
2019-01-11 02:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,Low,<13,ASIA,0,WiFi,0.9698775,4,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,2,Friday,0.9698775,0,0,0,0,1,1,0,1
2019-01-11 03:00:00,Mobile,0,1,Low,0,0,0,5,1,0,Moderate,0,0,None,13-16,Other,0,Ethernet,0.44373506,1,Low,0,0,0,0,0,Low,1,Safe,2019,1,3,Friday,0.44373506,0,1,0,0,0,0,0,0
2019-01-11 04:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Weak,0,0,Low,<13,EU,0,Other,4.1566052,3,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,4,Friday,4.1566052,0,0,1,0,1,1,0,1
2019-01-11 05:00:00,Mobile,0,0,High,1,0,0,1,1,0,Weak,0,0,None,<13,Other,0,WiFi,2.3084428,4,High,0,0,0,0,0,Moderate,0,Safe,2019,1,5,Friday,2.3084428,0,0,2,2,1,0,0,1
2019-01-11 06:00:00,Mobile,0,0,Low,0,0,0,3,1,0,Weak,0,0,High,13-16,US,0,Cellular,0.31771752,4,Low,0,0,0,1,0,Low,0,Safe,2019,1,6,Friday,0.31771752,0,0,0,0,0,2,0,0
2019-01-11 07:00:00,Laptop,0,0,Low,0,0,0,2,1,0,Weak,0,0,High,13-16,US,0,Ethernet,1.5716407,7,Low,0,0,0,1,1,High,0,Safe,2019,1,7,Friday,1.5716407,0,0,0,0,2,2,0,0
2019-01-11 08:00:00,Mobile,0,1,Medium,0,0,0,3,1,0,Weak,0,0,None,13-16,US,0,WiFi,0.7832046,1,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,8,Friday,0.7832046,0,0,1,0,1,0,0,0
2019-01-11 09:00:00,Tablet,0,0,Low,0,0,1,5,2,0,Strong,0,0,None,13-16,EU,0,Cellular,4.009557,5,Low,0,0,0,0,0,Low,0,Safe,2019,1,9,Friday,4.009557,0,2,0,0,0,0,0,0
2019-01-11 10:00:00,Laptop,0,0,Medium,0,0,0,3,1,0,Strong,0,0,None,13-16,EU,0,Cellular,1.255792,4,Low,0,0,0,1,0,Low,1,Neutral,2019,1,10,Friday,1.255792,0,2,1,0,0,0,1,0
2019-01-11 11:00:00,Tablet,0,0,Medium,0,0,0,0,1,0,Weak,0,0,High,13-16,ASIA,0,Cellular,1.113681,0,Low,0,0,0,0,0,Low,0,Safe,2019,1,11,Friday,1.113681,0,0,1,0,0,2,0,0
2019-01-11 12:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,None,13-16,US,0,Cellular,1.0578517,2,Medium,0,0,0,0,0,Low,1,Neutral,2019,1,12,Friday,1.0578517,0,0,0,1,0,0,1,0
2019-01-11 13:00:00,Mobile,0,0,Medium,0,0,0,2,3,1,Weak,1,0,Low,13-16,ASIA,1,Cellular,0.4076595,1,Low,1,0,0,0,0,Low,1,Neutral,2019,1,13,Friday,0.4076595,0,0,1,0,0,1,1,0
2019-01-11 14:00:00,Desktop,0,0,Low,0,0,0,3,1,0,Weak,0,0,None,13-16,EU,0,WiFi,10.030087,8,Low,0,0,0,1,0,Low,1,Safe,2019,1,14,Friday,9.29531,0,0,0,0,0,0,0,0
2019-01-11 15:00:00,Laptop,0,1,Low,0,0,1,3,1,1,Weak,0,0,High,17-19,EU,1,WiFi,0.7231566,6,Low,0,0,0,0,0,Moderate,1,Risky,2019,1,15,Friday,0.7231566,0,0,0,0,1,2,2,0
2019-01-11 16:00:00,Tablet,0,1,Medium,0,0,0,2,1,0,Moderate,0,0,None,13-16,US,0,Other,0.671902,7,Low,0,0,0,1,0,Moderate,1,Safe,2019,1,16,Friday,0.671902,0,1,1,0,1,0,0,0
2019-01-11 17:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Moderate,0,0,None,13-16,US,0,WiFi,2.4651554,5,Low,0,0,0,0,0,Low,0,Safe,2019,1,17,Friday,2.4651554,0,1,0,0,0,0,0,0
2019-01-11 18:00:00,Mobile,0,0,Low,0,0,0,3,2,1,Moderate,0,0,None,13-16,US,1,Other,0.5563219,2,Low,0,0,0,0,0,Moderate,1,Risky,2019,1,18,Friday,0.5563219,0,1,0,0,1,0,2,0
2019-01-11 19:00:00,Laptop,0,1,Low,0,0,0,1,1,0,Weak,0,0,None,17-19,ASIA,0,WiFi,0.25090796,4,Low,0,0,0,0,0,Moderate,0,Neutral,2019,1,19,Friday,0.25090796,0,0,0,0,1,0,1,0
2019-01-11 20:00:00,Mobile,0,0,High,0,0,0,2,1,0,Weak,0,0,Low,13-16,ASIA,0,WiFi,0.24180105,1,Low,0,0,0,0,0,Low,0,Neutral,2019,1,20,Friday,0.24180105,0,0,2,0,0,1,1,0
2019-01-11 21:00:00,Mobile,0,0,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,EU,1,WiFi,0.18328851,2,Low,0,0,0,0,0,Moderate,1,Neutral,2019,1,21,Friday,0.18328851,0,0,0,0,1,0,1,0
2019-01-11 22:00:00,Mobile,0,1,Medium,0,0,0,4,1,0,Weak,0,0,None,13-16,US,0,Cellular,2.565231,5,Low,0,1,0,0,1,Moderate,0,Safe,2019,1,22,Friday,2.565231,0,0,1,0,1,0,0,0
2019-01-11 23:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Moderate,0,0,None,13-16,US,0,WiFi,3.4782183,3,Low,0,0,0,1,0,Moderate,0,Safe,2019,1,23,Friday,3.4782183,0,1,0,0,1,0,0,0
2019-01-12 00:00:00,Mobile,0,0,Low,1,0,0,2,1,0,Strong,0,0,None,17-19,ASIA,0,WiFi,5.4928155,2,Low,0,0,0,1,0,Low,0,Neutral,2019,1,0,Saturday,5.4928155,0,2,0,0,0,0,1,0
2019-01-12 01:00:00,Mobile,0,1,Low,0,0,0,5,1,0,Weak,0,0,Low,13-16,EU,0,WiFi,7.4499917,1,Low,0,0,0,1,0,Moderate,0,Neutral,2019,1,1,Saturday,7.4499917,0,0,0,0,1,1,1,0
2019-01-12 02:00:00,Mobile,0,0,Low,0,0,0,4,1,0,Weak,0,0,High,13-16,US,0,WiFi,3.6962595,3,Low,0,0,0,0,0,High,0,Risky,2019,1,2,Saturday,3.6962595,0,0,0,0,2,2,2,0
2019-01-12 03:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,1.0810865,2,Low,0,0,0,0,1,Moderate,0,Safe,2019,1,3,Saturday,1.0810865,0,0,0,0,1,0,0,0
2019-01-12 04:00:00,Mobile,0,0,High,0,0,0,5,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.8273398,3,Low,0,0,0,1,0,Moderate,0,Safe,2019,1,4,Saturday,0.8273398,0,0,2,0,1,0,0,0
2019-01-12 05:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,1,Cellular,4.4869823,0,Low,0,0,0,0,0,High,0,Safe,2019,1,5,Saturday,4.4869823,0,0,0,0,2,0,0,0
2019-01-12 06:00:00,Tablet,0,0,Low,0,0,1,3,1,0,Weak,0,1,High,13-16,Other,0,Cellular,5.4246426,1,Low,0,0,0,1,0,Moderate,1,Neutral,2019,1,6,Saturday,5.4246426,0,0,0,0,1,2,1,0
2019-01-12 07:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,<13,US,0,Cellular,1.8050534,5,Low,0,0,0,1,1,High,1,Safe,2019,1,7,Saturday,1.8050534,0,0,0,0,2,0,0,1
2019-01-12 08:00:00,Mobile,0,0,Medium,0,0,0,0,1,0,Weak,0,0,None,13-16,US,0,Other,3.594787,1,Low,0,0,0,0,0,Low,0,Risky,2019,1,8,Saturday,3.594787,0,0,1,0,0,0,2,0
2019-01-12 09:00:00,Laptop,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,ASIA,1,Ethernet,0.4918043,2,Low,0,0,0,0,0,Low,0,Safe,2019,1,9,Saturday,0.4918043,0,0,0,0,0,0,0,0
2019-01-12 10:00:00,Desktop,0,1,Low,0,0,0,1,1,1,Weak,0,0,None,13-16,ASIA,1,Cellular,1.5068733,3,Low,0,0,0,1,1,Moderate,0,Neutral,2019,1,10,Saturday,1.5068733,0,0,0,0,1,0,1,0
2019-01-12 11:00:00,Mobile,0,0,Low,1,0,1,1,3,0,Weak,0,0,None,13-16,US,0,WiFi,4.3823566,2,Low,0,0,0,0,0,Low,1,Neutral,2019,1,11,Saturday,4.3823566,0,0,0,0,0,0,1,0
2019-01-12 12:00:00,Mobile,0,0,Low,0,0,0,1,3,0,Moderate,0,0,Low,13-16,EU,0,Other,2.5013697,4,Low,0,0,0,0,1,Moderate,0,Safe,2019,1,12,Saturday,2.5013697,0,1,0,0,1,1,0,0
2019-01-12 13:00:00,Mobile,0,0,Low,0,0,1,2,5,0,Weak,0,0,None,17-19,ASIA,1,WiFi,0.6195671,2,Low,0,0,0,0,0,Low,0,Neutral,2019,1,13,Saturday,0.6195671,0,0,0,0,0,0,1,0
2019-01-12 14:00:00,Mobile,1,1,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,US,0,WiFi,0.20089091,5,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,14,Saturday,0.20089091,0,0,0,0,1,0,0,0
2019-01-12 15:00:00,Laptop,0,0,Low,0,0,0,2,5,0,Weak,0,1,None,13-16,US,0,WiFi,0.38116616,2,Low,0,0,0,0,0,Low,1,Neutral,2019,1,15,Saturday,0.38116616,0,0,0,0,0,0,1,0
2019-01-12 16:00:00,Desktop,0,1,Low,0,0,0,3,1,0,Weak,0,0,None,<13,US,0,Cellular,8.70594,4,Low,0,0,0,1,0,Low,0,Risky,2019,1,16,Saturday,8.70594,0,0,0,0,0,0,2,1
2019-01-12 17:00:00,Desktop,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,WiFi,1.7114592,3,Low,0,0,0,0,0,Low,0,Safe,2019,1,17,Saturday,1.7114592,0,0,0,0,0,0,0,0
2019-01-12 18:00:00,Mobile,0,0,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,US,0,Cellular,0.19961251,2,Low,0,0,0,0,0,Low,0,Risky,2019,1,18,Saturday,0.19961251,0,0,0,0,0,0,2,0
2019-01-12 19:00:00,Mobile,0,0,Low,0,0,0,3,1,0,Moderate,0,0,None,13-16,EU,0,Cellular,4.8205996,5,Low,0,0,0,1,0,High,0,Safe,2019,1,19,Saturday,4.8205996,0,1,0,0,2,0,0,0
2019-01-12 20:00:00,Desktop,0,1,High,1,0,0,4,4,0,Moderate,0,0,None,13-16,US,0,WiFi,0.42367214,2,Low,0,0,0,0,0,Low,0,Safe,2019,1,20,Saturday,0.42367214,0,1,2,0,0,0,0,0
2019-01-12 21:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,1,None,13-16,US,0,Cellular,5.924579,6,Low,0,0,0,0,0,Low,0,Safe,2019,1,21,Saturday,5.924579,0,0,0,0,0,0,0,0
2019-01-12 22:00:00,Mobile,0,0,Low,0,0,0,1,2,1,Moderate,0,1,High,13-16,US,0,Cellular,3.3052967,3,Low,0,0,0,1,0,Low,0,Safe,2019,1,22,Saturday,3.3052967,0,1,0,0,0,2,0,0
2019-01-12 23:00:00,Laptop,0,0,Low,0,0,0,1,1,0,Weak,0,0,Low,13-16,US,0,Cellular,5.520803,2,High,1,0,0,0,0,Low,0,Risky,2019,1,23,Saturday,5.520803,0,0,0,2,0,1,2,0
2019-01-13 00:00:00,Mobile,0,1,Medium,0,0,0,0,1,0,Weak,0,0,Low,17-19,US,0,WiFi,0.633659,5,Low,0,0,0,0,0,Low,0,Safe,2019,1,0,Sunday,0.633659,0,0,1,0,0,1,0,0
2019-01-13 01:00:00,Mobile,0,2,High,1,0,0,0,1,0,Moderate,0,0,None,13-16,EU,0,Other,0.27383897,3,Low,0,0,1,0,0,Moderate,0,Safe,2019,1,1,Sunday,0.27383897,0,1,2,0,1,0,0,0
2019-01-13 02:00:00,Tablet,0,1,Low,1,0,0,2,1,0,Weak,1,0,Low,13-16,US,0,WiFi,1.2406483,9,Low,0,0,0,0,0,Low,0,Safe,2019,1,2,Sunday,1.2406483,0,0,0,0,0,1,0,0
2019-01-13 03:00:00,Mobile,0,0,Low,0,0,0,3,4,0,Weak,0,0,None,17-19,US,1,WiFi,0.123604596,6,Low,1,0,0,1,0,Low,0,Neutral,2019,1,3,Sunday,0.123604596,0,0,0,0,0,0,1,0
2019-01-13 04:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Weak,0,0,None,13-16,US,1,Ethernet,1.4152359,6,Low,0,0,0,1,0,Moderate,0,Neutral,2019,1,4,Sunday,1.4152359,0,0,1,0,1,0,1,0
2019-01-13 05:00:00,Mobile,0,0,Low,0,0,1,6,1,0,Weak,0,0,None,17-19,EU,1,WiFi,7.3290005,4,Low,1,0,0,0,0,Low,1,Risky,2019,1,5,Sunday,7.3290005,0,0,0,0,0,0,2,0
2019-01-13 06:00:00,Mobile,0,0,Medium,0,0,0,5,2,0,Weak,0,0,None,17-19,Other,0,Other,0.14991052,3,Low,0,0,0,0,0,Low,0,Safe,2019,1,6,Sunday,0.14991052,0,0,1,0,0,0,0,0
2019-01-13 07:00:00,Mobile,0,1,Low,0,0,0,2,5,0,Weak,0,0,None,17-19,EU,0,Cellular,0.84242445,4,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,7,Sunday,0.84242445,0,0,0,0,1,0,0,0
2019-01-13 08:00:00,Mobile,0,0,Low,0,0,0,4,2,0,Weak,0,0,None,13-16,EU,0,Ethernet,4.2749543,6,Low,0,0,0,0,0,Moderate,0,Risky,2019,1,8,Sunday,4.2749543,0,0,0,0,1,0,2,0
2019-01-13 09:00:00,Mobile,0,1,Medium,0,0,0,0,1,0,Moderate,0,0,None,13-16,ASIA,1,WiFi,0.33820975,4,Low,0,0,0,0,0,High,1,Neutral,2019,1,9,Sunday,0.33820975,0,1,1,0,2,0,1,0
2019-01-13 10:00:00,Tablet,0,2,Medium,0,0,0,0,1,0,Weak,0,0,None,13-16,US,0,Cellular,1.8448151,8,Medium,1,1,0,0,0,Moderate,0,Neutral,2019,1,10,Sunday,1.8448151,0,0,1,1,1,0,1,0
2019-01-13 11:00:00,Mobile,0,1,Medium,0,0,0,2,1,0,Moderate,0,0,None,17-19,US,1,WiFi,0.6218059,3,Low,0,0,0,0,0,Low,0,Neutral,2019,1,11,Sunday,0.6218059,0,1,1,0,0,0,1,0
2019-01-13 12:00:00,Tablet,0,0,Low,1,0,0,1,1,0,Weak,0,0,None,13-16,US,0,WiFi,4.2222548,3,High,0,0,0,1,1,High,0,Safe,2019,1,12,Sunday,4.2222548,0,0,0,2,2,0,0,0
2019-01-13 13:00:00,Mobile,0,1,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,1,WiFi,4.2238455,4,Low,0,0,0,0,0,Low,0,Safe,2019,1,13,Sunday,4.2238455,0,0,0,0,0,0,0,0
2019-01-13 14:00:00,Mobile,0,0,Low,0,0,0,0,3,0,Weak,0,0,None,17-19,US,0,WiFi,5.5843887,5,Low,0,0,0,0,1,Low,0,Safe,2019,1,14,Sunday,5.5843887,0,0,0,0,0,0,0,0
2019-01-13 15:00:00,Mobile,0,0,Low,0,0,0,3,3,0,Weak,0,0,None,13-16,US,1,Other,2.2863278,5,Low,0,0,0,1,0,Low,0,Safe,2019,1,15,Sunday,2.2863278,0,0,0,0,0,0,0,0
2019-01-13 16:00:00,Mobile,0,0,Low,0,0,0,2,3,0,Weak,0,0,Low,13-16,ASIA,1,WiFi,0.37654084,5,Low,0,0,0,1,0,Low,0,Neutral,2019,1,16,Sunday,0.37654084,0,0,0,0,0,1,1,0
2019-01-13 17:00:00,Laptop,0,1,Low,1,0,0,1,1,1,Moderate,0,0,None,13-16,EU,0,Cellular,3.0676553,2,Low,0,0,0,0,0,High,1,Neutral,2019,1,17,Sunday,3.0676553,0,1,0,0,2,0,1,0
2019-01-13 18:00:00,Mobile,0,1,Low,0,0,0,1,1,0,Weak,0,0,Low,13-16,US,0,WiFi,0.34838793,2,Low,0,0,0,0,0,Moderate,0,Neutral,2019,1,18,Sunday,0.34838793,0,0,0,0,1,1,1,0
2019-01-13 19:00:00,Mobile,0,0,Low,0,0,0,0,1,1,Weak,0,0,None,13-16,US,0,Ethernet,0.70512116,1,Low,0,1,0,0,0,Low,0,Neutral,2019,1,19,Sunday,0.70512116,0,0,0,0,0,0,1,0
2019-01-13 20:00:00,Mobile,0,1,Low,0,0,0,2,2,0,Weak,0,0,High,13-16,US,0,Ethernet,0.95716625,1,Low,0,0,0,0,0,Moderate,1,Neutral,2019,1,20,Sunday,0.95716625,0,0,0,0,1,2,1,0
2019-01-13 21:00:00,Mobile,0,2,Low,0,0,0,3,2,0,Weak,0,0,None,13-16,US,0,WiFi,2.8843758,2,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,21,Sunday,2.8843758,0,0,0,0,1,0,0,0
2019-01-13 22:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,1,Cellular,0.17647934,0,Low,0,0,0,1,0,Low,1,Safe,2019,1,22,Sunday,0.17647934,0,0,0,0,0,0,0,0
2019-01-13 23:00:00,Mobile,0,1,Low,0,1,0,4,1,0,Weak,0,1,None,13-16,US,0,WiFi,0.09649384,1,Low,0,0,0,0,0,Moderate,1,Safe,2019,1,23,Sunday,0.09649384,0,0,0,0,1,0,0,0
2019-01-14 00:00:00,Mobile,0,0,Low,1,0,0,7,1,0,Weak,0,0,High,13-16,US,0,Other,0.19948098,3,High,0,0,0,0,0,High,0,Safe,2019,1,0,Monday,0.19948098,0,0,0,2,2,2,0,0
2019-01-14 01:00:00,Mobile,1,0,Low,0,0,0,0,1,0,Moderate,0,0,None,13-16,US,0,WiFi,1.0579993,5,Low,0,0,0,0,0,Low,0,Safe,2019,1,1,Monday,1.0579993,0,1,0,0,0,0,0,0
2019-01-14 02:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Strong,0,0,Low,13-16,ASIA,0,WiFi,1.7176796,2,Low,1,0,0,0,0,Low,0,Safe,2019,1,2,Monday,1.7176796,0,2,1,0,0,1,0,0
2019-01-14 03:00:00,Mobile,0,0,Medium,0,0,0,4,3,0,Weak,0,0,Low,13-16,US,0,WiFi,4.4873934,2,Low,0,0,0,0,0,Low,0,Safe,2019,1,3,Monday,4.4873934,0,0,1,0,0,1,0,0
2019-01-14 04:00:00,Mobile,0,1,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,EU,1,WiFi,0.9175273,3,Low,0,1,0,0,0,High,0,Risky,2019,1,4,Monday,0.9175273,0,0,0,0,2,0,2,0
2019-01-14 05:00:00,Mobile,0,1,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.019871082,3,Low,0,0,0,0,0,Low,0,Safe,2019,1,5,Monday,0.019871082,0,0,0,0,0,0,0,0
2019-01-14 06:00:00,Laptop,0,0,Low,0,0,0,4,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.0112818,4,Low,1,0,0,0,0,Moderate,0,Neutral,2019,1,6,Monday,1.0112818,0,0,0,0,1,0,1,0
2019-01-14 07:00:00,Laptop,0,0,Low,0,0,0,3,2,0,Weak,0,0,None,<13,ASIA,0,Cellular,1.2405008,3,Low,0,0,0,0,0,Moderate,0,Risky,2019,1,7,Monday,1.2405008,0,0,0,0,1,0,2,1
2019-01-14 08:00:00,Tablet,0,1,Low,0,0,0,4,1,0,Moderate,0,0,None,13-16,US,0,WiFi,0.59118146,3,Low,1,0,0,1,0,Low,0,Safe,2019,1,8,Monday,0.59118146,0,1,0,0,0,0,0,0
2019-01-14 09:00:00,Mobile,0,0,Low,0,0,0,3,4,0,Weak,0,0,None,17-19,US,0,Other,2.412886,7,Low,0,0,0,0,0,Low,0,Neutral,2019,1,9,Monday,2.412886,0,0,0,0,0,0,1,0
2019-01-14 10:00:00,Desktop,0,2,Low,0,0,0,4,2,0,Weak,0,0,None,13-16,Other,0,WiFi,1.7516009,2,Low,0,0,0,1,0,High,1,Neutral,2019,1,10,Monday,1.7516009,0,0,0,0,2,0,1,0
2019-01-14 11:00:00,Mobile,0,2,Medium,1,0,0,0,1,0,Weak,0,0,None,13-16,Other,0,Other,0.404881,3,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,11,Monday,0.404881,0,0,1,0,1,0,0,0
2019-01-14 12:00:00,Desktop,0,0,Medium,0,0,0,3,1,0,Weak,0,0,None,13-16,US,1,WiFi,0.57635427,1,Low,0,0,0,0,0,Low,1,Safe,2019,1,12,Monday,0.57635427,0,0,1,0,0,0,0,0
2019-01-14 13:00:00,Mobile,0,0,Low,0,0,0,0,2,0,Weak,0,0,High,13-16,US,0,WiFi,2.9474394,3,Low,0,0,0,1,0,Low,0,Neutral,2019,1,13,Monday,2.9474394,0,0,0,0,0,2,1,0
2019-01-14 14:00:00,Mobile,0,1,Low,0,0,0,0,1,0,Weak,0,0,None,13-16,US,0,Ethernet,0.5735583,2,High,0,0,0,0,0,Low,1,Risky,2019,1,14,Monday,0.5735583,0,0,0,2,0,0,2,0
2019-01-14 15:00:00,Mobile,1,0,Low,0,0,0,4,1,0,Weak,0,0,None,13-16,US,1,Cellular,1.6062945,3,Low,0,0,0,0,0,High,0,Neutral,2019,1,15,Monday,1.6062945,0,0,0,0,2,0,1,0
2019-01-14 16:00:00,Mobile,0,0,Medium,0,0,0,3,1,0,Weak,0,0,High,13-16,US,0,Cellular,6.1958203,0,Low,0,0,0,0,0,Low,1,Safe,2019,1,16,Monday,6.1958203,0,0,1,0,0,2,0,0
2019-01-14 17:00:00,Tablet,0,0,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,EU,1,WiFi,0.24125083,5,Low,0,0,0,0,0,Moderate,0,Risky,2019,1,17,Monday,0.24125083,0,0,0,0,1,0,2,0
2019-01-14 18:00:00,Laptop,0,0,Low,0,0,0,2,1,0,Moderate,0,0,None,13-16,US,0,WiFi,2.0285525,2,Low,0,0,0,0,0,Moderate,0,Neutral,2019,1,18,Monday,2.0285525,0,1,0,0,1,0,1,0
2019-01-14 19:00:00,Desktop,0,1,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,Other,0,WiFi,1.5100107,2,Low,0,0,0,0,0,Low,1,Safe,2019,1,19,Monday,1.5100107,0,0,0,0,0,0,0,0
2019-01-14 20:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,<13,ASIA,0,Cellular,0.6534295,3,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,20,Monday,0.6534295,0,0,0,0,1,0,0,1
2019-01-14 21:00:00,Mobile,0,0,Low,1,0,0,3,1,0,Moderate,0,0,None,13-16,ASIA,0,Cellular,0.41515574,4,Low,0,0,0,0,0,Low,0,Neutral,2019,1,21,Monday,0.41515574,0,1,0,0,0,0,1,0
2019-01-14 22:00:00,Mobile,1,0,Low,0,0,0,1,3,0,Weak,0,0,None,13-16,US,0,WiFi,3.1512058,3,Low,0,0,0,0,0,High,1,Safe,2019,1,22,Monday,3.1512058,0,0,0,0,2,0,0,0
2019-01-14 23:00:00,Desktop,0,0,Low,0,1,0,3,1,0,Weak,0,0,Low,13-16,EU,0,Cellular,0.086535186,5,Low,0,0,0,1,0,Low,0,Risky,2019,1,23,Monday,0.086535186,0,0,0,0,0,1,2,0
2019-01-15 00:00:00,Mobile,0,0,Low,0,0,0,3,1,0,Weak,0,0,None,17-19,Other,0,WiFi,12.426349,1,High,0,0,1,0,0,Moderate,0,Safe,2019,1,0,Tuesday,9.29531,0,0,0,2,1,0,0,0
2019-01-15 01:00:00,Laptop,0,0,Low,0,0,0,1,1,0,Moderate,0,0,None,13-16,EU,0,Ethernet,0.025101308,1,Low,0,0,0,1,1,Moderate,0,Safe,2019,1,1,Tuesday,0.025101308,0,1,0,0,1,0,0,0
2019-01-15 02:00:00,Mobile,0,0,Low,1,0,0,2,5,0,Weak,0,0,None,17-19,US,0,Cellular,4.964728,5,Low,0,1,0,0,0,High,1,Safe,2019,1,2,Tuesday,4.964728,0,0,0,0,2,0,0,0
2019-01-15 03:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,Low,13-16,US,0,Ethernet,1.2306833,6,Low,0,0,0,0,1,Moderate,0,Safe,2019,1,3,Tuesday,1.2306833,0,0,0,0,1,1,0,0
2019-01-15 04:00:00,Desktop,0,1,Low,1,0,0,3,4,0,Weak,0,0,None,13-16,US,0,Cellular,1.0974025,0,Low,0,0,0,0,0,Moderate,1,Risky,2019,1,4,Tuesday,1.0974025,0,0,0,0,1,0,2,0
2019-01-15 05:00:00,Mobile,0,1,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,8.330581,2,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,5,Tuesday,8.330581,0,0,0,0,1,0,0,0
2019-01-15 06:00:00,Mobile,0,1,Low,0,0,0,8,5,0,Weak,0,0,None,13-16,US,0,Other,0.5264586,1,Low,0,0,0,0,0,Moderate,0,Neutral,2019,1,6,Tuesday,0.5264586,1,0,0,0,1,0,1,0
2019-01-15 07:00:00,Mobile,0,1,Medium,0,0,0,2,5,0,Weak,0,0,None,<13,US,1,WiFi,7.8461456,3,Low,0,0,0,0,0,Low,0,Safe,2019,1,7,Tuesday,7.8461456,0,0,1,0,0,0,0,1
2019-01-15 08:00:00,Laptop,0,0,Low,0,0,0,1,3,0,Weak,0,0,None,17-19,US,0,WiFi,1.8599492,2,Low,0,0,0,0,0,Moderate,0,Safe,2019,1,8,Tuesday,1.8599492,0,0,0,0,1,0,0,0
2019-01-15 09:00:00,Mobile,0,0,Low,1,0,0,0,4,0,Strong,0,0,None,13-16,EU,0,Cellular,2.0033562,8,Low,0,0,0,0,0,Low,1,Safe,2019,1,9,Tuesday,2.0033562,0,2,0,0,0,0,0,0
2019-01-15 10:00:00,Mobile,0,1,Low,0,0,1,0,1,0,Moderate,0,1,None,13-16,US,0,Cellular,0.9729217,2,Low,0,0,0,0,0,Low,0,Safe,2019,1,10,Tuesday,0.9729217,0,1,0,0,0,0,0,0
2019-01-15 11:00:00,Mobile,0,0,Medium,0,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,1.8089455,4,Low,1,0,0,0,0,Low,0,Safe,2019,1,11,Tuesday,1.8089455,0,0,1,0,0,0,0,0
